missing_seq	missing_headword	source_file	backup_seq	backup_headword	match_type	snippet
2	挨	1251-1500.md	1341	宁肯	example_contains	## 1341. 宁肯  - ピンイン: níng kěn - 例文:   - 与其嫁蛤他，我宁肯不鎗婚   - 、地宁肯不吃仮，也要威肥   - 我宁肯自己吃寺，也不息傍了感情   - 我宁肯多花点銭，也不芙送公差的糸西   - 我宁肯走着，也不坐他的牟。宇庭（宁愿)ningyutn达〉意又和用法同宁肯与其嫁蛤他，我宇庭去死   - 他宇应一辈子挨銭，也不去当小伦   - 我宇鳫不吃仮也要减肥   - 我宇息不作，也不会放弄自己的爱好   - 我宇应自己吃号，也不倣傍害朋友
2	挨	1251-1500.md	1410	块力	example_contains	## 1410. 块力  - ピンイン: kuài lì - 例文:   - 我r挨力事根有块力。倣出远祥的决定，砺実需要块力。他陈人的块力辻大家都狼侃服   - 微速顶作，需要一定的块力。迭位领手力事根有块力，员都狼敬重他。朴补朴実40r - 例文ピンイン:   - wǒr āi lì shì gēn yǒu kuài lì。 fǎng chū yuǎn xiáng de jué dìng， lì shí xū yào kuài lì。 tā chén rén de kuà
2	挨	1251-1500.md	1490	倾聴	example_contains	## 1490. 倾聴  - ピンイン: qīng tīng - 例文:   - 领号圦真価噺了群炊的意凡。校技姪常倾噺学生対学校的反映。如果作能倾啄一下群炊的要求，就不会犯远祥的错瑛。，弦子l的返些看法，値得家挨圦真倾斫。，技耐心地倾斫了取的建双 - 例文ピンイン:   - lǐng hào kuài zhēn sì xīn le qún chuī de yì fán。 xiào jì zhí cháng qīng xīn xué shēng duì xué xiào de
2	挨	1251-1500.md	1496	起源	example_contains	## 1496. 起源  - ピンイン: qǐ yuán - 例文:   - 阿球起源子法国   - 狼多丈茜形式起源子芳幼   - 中国文化起源子五千年前   - 中挨砲迄功起源子英国   - 茶叶秤植最早起源子中国。名（事物）芦生的根源美子人美起源   - 可题有根多魂法   - 人i1迂没槁清楚逗秤文字的起源   - 途本名可以帯助我了解各干事物的起源迄商科迄幼的起源是相同的   - 培言的起源和人美的起源一祥久迄。気概気功块気色417 - 例文ピンイン:   - ā 
2	挨	1251-1500.md	1526	疲倦	example_contains	## 1526. 疲倦  - ピンイン: pí juàn - 例文:   - 他眼晴都吟不升了一副疲倦的祥子   - 他実在大疲倦了，一幼也不想劫   - 、香香施看疲倦的身体回到了家   - 今天走了根挨的路，作不感到疲倦胁   - 要注意休息，不要槁得那公疲倦 - 例文ピンイン:   - tā yǎn qíng dōu yín bù shēng le yī fù pí juàn de xiáng zi   - tā shí zài dà pí juàn le， yī yò
2	挨	1251-1500.md	1532	偏偏	example_contains	## 1532. 偏偏  - ピンイン: piān piān - 例文:   - 我不辻他喝酒，他偏偏要喝   - 父母辻我去美国汉名，我偏偏不去   - 他明明知道事情的原因，却偏偏不告诉我。表示主泛想法与事実恰好相反我昨天着急我作，伪伪作的手机美着   - 我i共致勃勃地去春蒋，8偏偏片断片刻漂浮39可偏偏下起雨来了   - 我多公希望在送次聚会吋见到地啄，可偏偏地没来。表示萢闘小，相当子只就大家都同意迄小汁戈l,偏偏姪理不同意   - 远公多人里辺，地力什公偏偏喜吹作 
2	挨	1501-1750.md	1501	气势	example_contains	## 1501. 气势  - ピンイン: qìshì - 例文:   - 挨域的気势非常雄伶。＠迄幅画昌得狼有気势。，③国家蓝球叺表现出了不可践腔的気势。，④黄河水以一秤不可阻桜的気势奔腾着。⑤远部屯影気势宏大，坊面壮泛。，⑥比嘉中，他ｲ､一点ﾉし游攻的気势也没有 - 例文ピンイン:   - āiyùdeqìshìfēichángxiónglíng。＠qìfúhuàchāngdélángyǒuqìshì。，③guójiālánqiúchǐbiǎoxiànchūlebùkěji
2	挨	1501-1750.md	1555	倾聴	example_contains	## 1555. 倾聴  - ピンイン: qīngtīng - 例文:   - 领号从真価晰了群炊的意凡。＠校技姪常倾晰学生対学校的反映。＠如果作能倾啄一下群炊的要求，就不会犯远祥的错瑛。，②弦子ｲl']的返些看法，値得家挨从真倾斫。，⑤『技耐心地倾斫了取エイ､的建双 - 例文ピンイン:   - lǐnghàocóngzhēnsìxīleqúnchuīdeyìfán。＠xiàojìzhíchángqīngxīxuéshēngduìxuéxiàodefǎnyìng。＠rúguǒ
2	挨	1501-1750.md	1592	11台床	example_contains	## 1592. 11台床  - ピンイン: 11táichuáng - 例文:   - 远位大夫'l台床多年，有キ富的医行姪聡   - @他现在是一所大医院的11台床医生   - @'1岳床根告星示，他的病情ｲ艮浮童   - 根据医生的'1岳床姪诠，病人需要幼手水   - 远秤菱物的'1缶床效果狼好。淋lin〈幼〉水或别的液体落在物体上⑪那天看比幕，我ｲﾛ淋了一小多小吋   - 我忘了帯伞，今天挨淋了   - 雨水淋湿了地的衣服   - 我被雨淋了，得赴快换件衣服   - 
2	挨	1501-1750.md	1640	辺	example_contains	## 1640. 辺  - ピンイン: biān - 例文:   - 清作向前辺一歩   - 士兵ｲ､近着整芥的歩伐前游着   - 他大歩地辺送屋子来   - 我的腿辺不劫了。MH356p泳将埋怨蔓延慢性漫挨 - 例文ピンイン:   - qīngzuòxiàngqiánbiānyībù   - shìbīngｲ､jìnzhezhěngjièdebùfáqiányóuzhe   - tādàbùdìbiānsòngwūzilái   - wǒdetuǐbiānbùjiéle。M
2	挨	1501-1750.md	1662	梦想	example_contains	## 1662. 梦想  - ピンイン: mèngxiǎng - 例文:   - 他梦想着有一天成力屯影明星   - 远小该子,曽是梦想着涛遍全世界   - 上大学是他姪常梦想的事情   - 休就不要梦想那些不切実队的糸西了。、362梦想味弥朴弥漫迷惑<名＞渇望実现的想法；鳫望③我ｲi]的梦想也杵能移実现   - @同一小世界，同一小梦想   - @中国人婆子実现了屯天的梦想。＠体想挨生不老，远只能是卜永迄的梦想。HXmT＜劫〉眼皮微微合上④他昧着眼，似睡非睡   - 他的眼
2	挨	1501-1750.md	1673	免得	example_contains	## 1673. 免得  - ピンイン: miǎnde - 例文:   - 用在夏句中的后一ｲ、分句里⑪作帯把伞倾巴，免得下雨挨淋   - 到学校后打介屯活，免得家里人担心   - 我姶休浅小草帽戴上，巴，免得晒傍   - 我上了   - 司仲，免得第二天早上起不来 - 例文ピンイン:   - yòngzàixiàjùzhōngdehòuyīｲ、fēnjùlǐ⑪zuòdàibǎsǎnqīngbā，miǎndexiàyǔāilín   - dàoxuéxiàohòudǎjièt
2	挨	1501-1750.md	1706	膜	example_contains	## 1706. 膜  - ピンイン: mó - 例文:   - 斗朱里面有一展ｲ艮薄的膜   - 竹子里挨的膜有ｲ艮多用赴。＠注意保抄好休的斗膜。②像膜一祥的京西①他把剰下的仮菜用保𫓴膜孟起来，放在了水箱里   - 速小棚子的头部是一展塑料膜   - 休桟一张薄膜来，我有用   - 这晨膜是用来保が兵兵球拍子的 - 例文ピンイン:   - dòuzhūlǐmiànyǒuyīzhǎnｲgěnbáodemó   - zhúzilǐāidemóyǒuｲgěnduōyòngfù。＠
2	挨	1501-1750.md	1739	宁愿	example_contains	## 1739. 宁愿  - ピンイン: nìngyuàn - 例文:   - 与其嫁蛤他，我宇応去死   - 他宇应一辈子挨俄，也不去当小伦   - 我宇应不吃仮也要域肥   - 我宇庭不工作，也不会放弄自己的爱好   - 我宇应自己吃寺，也不倣傍害朋友的事情 - 例文ピンイン:   - yǔqíjiàhátā，wǒyǔyīngqùsǐ   - tāyǔyīngyībèiziāié，yěbùqùdāngxiǎolún   - wǒyǔyīngbùchīfǎnyěyàoyùf
2	挨	2001-2250.md	1647	筛选	example_contains	## 1647. 筛选  - ピンイン: shāi xuǎn - 例文:   - ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ①他檀投身人均通。   - 我弟弟檀候喝歌。   - 他在写作方面非常檀 技。   - 我ｲI､1我到了一位檀挨お法的老ｿ市。   - 他吋式木檀技得根。   - 我ﾇﾅ体育不是狼檀技。 檀自shdnzi ~~~~~~~~~~~
2	挨	2001-2250.md	1651	擅自	example_contains	## 1651. 擅自  - ピンイン: shàn zì - 例文:   - ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ⑪遠些学生都根上避，学刃特別刻苦。   - 在政策的鼓励下，公司 員エカ求上迭，力公司61造了巨大利潤。   - 王瓜的娼娼一亙圦力他 没有上透心，其実他男有苦衷。   - 家挨希望弦子求学上迭的庭望都 根彊烈。’＠体年妃軽軽的，如
2	挨	2001-2250.md	1727	识别	example_contains	## 1727. 识别  - ピンイン: shí bié - 例文:   - ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ⑪他美的左西都恨実息。’＠迄小仮億的菜又実恵又好吃。   - 超 市里的糸西更実息一些。   - 違里的服装比大商坊里的実息多了。   - 我覚得挺実息的，所以就芙了。 ③迄次降价使顧客得到了実恵。   - 我ｲi]把真正的実息姶了
2	挨	2001-2250.md	1907	統壽兼顾	example_contains	## 1907. 統壽兼顾  - ピンイン: tǒng shòu jiān gù - 例文:   - 〈成珸>銃一考虚，全面安排 ⑪遠些同題渉及的各小方面姓須銃等兼顧，不能忽祝其中任何一 介。   - 姪沸友展規戈'1要銃等兼願，有全局汎念。   - 友展旅涛止和 保鈩坏境皮咳銃等兼顧。   - 企止既要追求效益増挨，又要注意投盗 培券員工，西方面皮銃等兼顧。 - 例文ピンイン:   - 〈 chéng wú > chòng yī kǎo xū ， quán miàn ān 
2	挨	2001-2250.md	2045	狭隆	example_contains	## 2045. 狭隆  - ピンイン: xiá lóng - 例文:   - ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ③遠是小十分狭隆的山谷。   - 狭陸的街道上，到虻是商品擁位。   - 走在迄狭隆的胡同里，他有些害伯。   - 山路狭隆，大家要小心。 ②（心胸、兄沢等）局限在一命小的萢囿里；不寛r- ⑪他心胸狭隆，容不得姶他提意几的人。  
2	挨	2001-2250.md	2062	現場	example_contains	## 2062. 現場  - ピンイン: xiàn chǎng - 例文:   - 我看到事故現坊一片混乱。   - 警察両分舛内就赴到了現場。   - e他正在現場虻理速些'可題。   - 現場没有友現什去有价値的我索。   - 消防人員垂在火爽現坊遊行才卜救。 ②宜接圦事某秤活劫的場所 ⑪他ｲi]在会奴現場遊行了丈茜表演｡   - 市挨明天会来遠里現場亦公， 解答遠些1可題。   - 他現場回答了妃者的提   - 可。   - 他ｲ   - ､]現坊加工了 一床被子，辻大
2	挨	2001-2250.md	2215	典忧窯虑	example_contains	## 2215. 典忧窯虑  - ピンイン: diǎn yōu yáo lǜ - 例文:   - 〈成悟〉没有任何脆慮 ⑪他圦小辻着元'比元慮的生活。   - 遠些弦子毎天元'比元慮，幸福扱 了。   - 他就是在送秤元'比元慮的坏境中挨大的。   - 我以后会辻父 母辻上元'比元慮的日子。   - 看着他ｲ､元'比元慮的祥子，我ｲ艮欣慰。   - 毎天的生活元'此元慮， 多好珪！ - 例文ピンイン:   - 〈 chéng wù 〉 méi yǒu rèn hé cuì l
2	挨	3501-3750.md	1728	实恵	example_contains	## 1728. 实恵  - ピンイン: shíhuì - 例文:   - ⑪他美的左西都恨实息。   - ’＠迄小仮亿的菜又实恵又好吃。   - 市里的糸西更实息一些。   - 违里的服装比大商坊里的实息多了。   - 我覚得挺实息的，所以就芙了。 ＜名＞笑豚的好赴   - 迄次降价使顾客得到了实恵。   - 我ｲi]把真正的实息姶了衣民。   - 如果作只想得到送点ル实恵， 恐伯狼堆有挨迄的友展。   - 我ｲ､希望大家都可以得到一些实息。 - 例文ピンイン:   - ⑪
2	挨	3501-3750.md	1907	统寿兼顾	example_contains	## 1907. 统寿兼顾  - ピンイン: tǒngshòujiāngù - 例文:   - 〈成珸＞铳一考虚，全面安排 ⑪远些同题渉及的各小方面姓须铳等兼顾，不能忽祝其中任何一 介。   - 姪沸友展规戈'1要铳等兼愿，有全局泛念。   - 友展旅涛止和 保鈩坏境皮咳铳等兼顾。   - 企止既要追求效益増挨，又要注意投盗 培券员工，西方面皮铳等兼顾。 - 例文ピンイン:   - 〈chéngwú＞chòngyīkǎoxū，quánmiànānpái ⑪yuǎnxiētón
2	挨	3751-4000.md	2612	揍	example_contains	## 2612. 揍  - ピンイン: zòu - 例文:   - 你这么淘气不听话，你爸爸揍过你吗？   - 不管什么理由，家长也不能揍孩子。   - 我就是吓唬吓唬他，哪能使劲儿揍他呀？   - 气死我了，我真想狠狠地揍他一顿。   - 小时候我挨过父母一次揍。 - 例文ピンイン:   - nǐ zhè me táo qì bù tīng huà ， nǐ bà bà zòu guò nǐ ma ？   - bù guǎn shén me lǐ yóu ， jiā zhǎ
3	癌症	1001-1250.md	1178	扩散	example_contains	## 1178. 扩散  - ピンイン: kuò sàn - 例文:   - 速秤灌言〃散出去ﾇ寸我ｲ'.]根不利。   - 医院叔级采取措施，防止 病情＃散。   - 他的癌症出現了才散，狼唯治行了。   - 没想到这秤 病蟇ガ散得遠公快。   - 消息如果ガ散出去，就不会有人来根名了。 - 例文ピンイン:   - sù chèng guàn yán 〃 sàn chū qù ﾇ cùn wǒ ｲ'.] gēn bù lì 。   - yī yuàn shū jí cǎi 
3	癌症	1251-1500.md	1325	免疫	example_contains	## 1325. 免疫  - ピンイン: miǎn yì - 例文:   - 送秤食品対-癌症有一定的免疫作用   - 他的免疫系铳出了   - 可题，狼容易生病   - 姪常锻妹，可以増强身体免疫力   - 上扱要求医院倣好免疫工作，防止流感友生。勉励（勉励)m6n1劫幼人努力；鼓励父母姪常勉励我好好瑛桶   - 困谁面前，同学都互相勉励着。演出姑束后，困惟勉励了演员番   - 他l远吋候最需要几句勉励的活   - 在辽小吋刻，大家更需要互相勉励 - 例文ピンイン:   -
3	癌症	1501-1750.md	1674	免疫	example_contains	## 1674. 免疫  - ピンイン: miǎnyì - 例文:   - 速耕食品対癌症有一定的免疫作用。＠他的免疫系铳出了   - 可题，根容易生病   - 姪常锻燐，可以増强身体免疫力。＠上级要求医院倣好免疫工作，防止流感友生 - 例文ピンイン:   - sùgēngshípǐnduìáizhèngyǒuyídìngdemiǎnyìzuòyòng。＠tādemiǎnyìxìchòngchūle   - kětí，gēnróngyìshēngbìng   - zhíchá
7	安居乐业	2751-3000.md	2501	"治安zhi"""	example_contains	"## 2501. 治安zhi""  - ピンイン: zhì ān - 例文:   - 这座城市的治安非常好，貌晕率很低   - 他们的工作是维护地区的治安，减少不法事件发生。社会治安情况好，人民才能安居乐业。你晚上尽量少出去，听说那儿的治安不太好 - 例文ピンイン:   - zhè zuò chéng shì de zhì ān fēi cháng hǎo mào yūn lǜ hěn dī   - tā men de gōng zuò shì wéi hù dì qū de "
7	安居乐业	3251-3500.md	2500	制止	example_contains	## 2500. 制止  - ピンイン: zhìzhǐ - 例文:   - 我们应该制止战争，维护和平   - 家长及时制止了孩于的不良行为   - 这场纠纷后来被警察制止了   - 他要在公共场合抽烟，被大家制止住了   - 有人还想提问，但主持人做了一个制止的动作   - 这座城市的治安非常好，貌晕率很低   - 他们的工作是维护地区的治安，减少不法事件发生   - 社会治安情况好，人民才能安居乐业   - 你晚上尽量少出去，听说那儿的治安不太好 - 例文ピンイン:   
7	安居乐业	3751-4000.md	2501	治安	example_contains	## 2501. 治安  - ピンイン: zhìān - 例文:   - 这座城市的治安非常好，犯罪率很低。   - 他们的工作是维护地区的治安，减少不法事件发生。   - 社会治安情况好，人民才能安居乐业。   - 你晚上尽量少出去，听说那儿的治安不太好。 - 例文ピンイン:   - zhè zuò chéng shì de zhì ān fēi cháng hǎo ， fàn zuì lǜ hěn dī 。   - tā men de gōng zuò shì wéi h
68	报销	0001-0250.md	192	财务	example_contains	## 0192. 财务  - ピンイン: cáiwù - 例文:   - 公司在制定明年的财务计划。   - 这笔账要到财务部报销。   - 各部门的收入由财务统一管理。   - 他是负责财务的工作人员。   - 我们只能按照财务规定办理。 - 例文ピンイン:   - gōngsī zài zhìdìng míngnián de cáiwù jìhuà.   - zhè bǐ zhàng yào dào cáiwù bù bàoxiāo.   - gè bùmén de sh
69	抱负	2251-2500.md	2050	先进	example_contains	## 2050. 先进  - ピンイン: xiānjìn - 例文:   - 这些设备都是国际上最先进的   - 他各方面表现都很好，被学校评为了先进教师   - 他们的思想都很先进，有远大的抱负   - 他们已经掌握了最先进的技术   - 他是今年工厂的先进   - 我们要向先进学习   - 今年评比先进，你肯定没问题   - 他们人人争当先进，工作非常积极   - 大家要向先进看齐，做好自己的工作 - 例文ピンイン:   - zhè xiē shè bèi dōu shì
70	抱怨	0251-0500.md	282	返鈍	example_contains	## 0282. 返鈍  - ピンイン: fǎn dùn - 例文:   - 他党得自己老了，反皮也越来越返鈍了。   - 美国一价研究扱告 指出，失脳返鈍的ﾉし童有75％是由子貧困而声生的。   - 吃得辻飽 容易引起氾!I乙力下降、思雄返鈍、注意力不集中等症状。   - 蛋然姪 辻了治行，但他的反皮逐是恨返純。   - 他常常抱怨自己返鈍，反皮 比別人慢半柏。 - 例文ピンイン:   - tā dǎng dé zì jǐ lǎo le ， fǎn pí yě yuè lá
70	抱怨	1001-1250.md	1176	牢騒	example_contains	## 1176. 牢騒  - ピンイン: láo sāo - 例文:   - 〈名〉抱怨的活；不満意的情堵 ⑪那天他説了ｲ艮多牢騒活。   - 休那ル来的那公多牢騒？好好ﾉし干活 ル，巴｡￨③他平时愛友牢騒， ヌナエ作不大叔级｡￨④他有一肚子的牢騒， 不知道向堆説。 - 例文ピンイン:   - 〈 míng 〉 bào yuàn de huó ； bù mǎn yì de qíng dǔ  ⑪ nà tiān tā shuō le ｲ gěn duō láo sāo huó 
70	抱怨	2501-2750.md	2234	要命	example_contains	## 2234. 要命 - ピンイン: yàomìng - 例文:   - 我工作了一天，累得要命。   - 他俩的关系好得要命，谁也离不开谁。   - 这种病疼得要命，谁都受不了。我饿得要命，把一大碗面条全吃了。   - 我在这里着急得要命，他连个电话也不打。   - 使人死亡这种病是可以要命的。   - 药吃错了，能要人命。I那次车祸差点儿要了他的命。   - 要命要素耀眼野变给人造成麻烦或困难（抱怨时说的话）他真要命，怎么还不来。   - 别老问了，我也不知道，真要命。
71	暴力	0751-1000.md	975	践踏	example_contains	## 0975. 践踏  - ピンイン: jiàntà - 例文:   - 不要践踏花草。   - 这片农田被羊群践踏了。   - 草坪已被践踏得看不见草了。   - 那里发生了拥挤践踏事件，死伤一百多人。   - 比喻用暴力欺压、破坏：摧残法律是庄严的，不允许任何人践踏。   - 侵略者在别国领土上肆。 - 例文ピンイン:   - bú yào jiàn tà huā cǎo。   - zhè piàn nóng tián bèi yáng qún jiàn tà le。 
71	暴力	1001-1250.md	975	賎踏	example_contains	## 0975. 賎踏  - ピンイン: jiàn tà - 例文:   - 不要践踏花草。   - 遠片衣田被羊群践踏了。 ③草坪己被践踏得 看不凡草了。   - 那里发生了棚持践踏事件,死佑一百多人。 ②比愉用暴力欺圧、破坏、推残 ③法律是庄浜的，不允炸任何人践踏。   - 侵略者在別国領土上津 - 例文ピンイン:   - bú yào jiàn tà huā cǎo 。   - yuǎn piàn yī tián bèi yáng qún jiàn tà le 。 ③ 
71	暴力	2501-2750.md	2320	诱惑	example_contains	## 2320. 诱惑 - ピンイン: yòuhuò - 例文:   - 他诱惑这些孩子，使他们迷上了暴力网络游戏。   - 他们利用美女诱惑了那名记者。   - 这些钱诱惑不了那位科学家。   - 他被人诱惑，走上了犯罪道路。一名合格的干部要经得起各种诱惑。   - 渔民悉鑫忍味典论 - 例文ピンイン:   - tā yòu huò zhè xiē hái zi ， shǐ tā men mí shàng le bào lì wǎng luò yóu xì 。   - tā
71	暴力	2751-3000.md	2786	镇压镇	example_contains	## 2786. 镇压镇  - ピンイン: zhèn yā zhèn - 例文:   - 他们采取指施，镇压一切非法活动。1历史上，农民起义军曾多次遗到镇压   - 他们翻底镇压了反对的暴力活动。这股黑思势力被镇压下去后，社会治安好多了。正月zhengyu名指中国农历一年里的第一个月他是正月的生日。正月初一是中国的农历新年，也叫春节。！正月十五是元霄节，人们要吃元宵、看花灯。1过了腊月就是正月了 - 例文ピンイン:   - tā men cái qǔ zhǐ shī zhèn
71	暴力	3001-3250.md	2320	诱惑	example_contains	## 2320. 诱惑  - ピンイン: yòu huò(yòu huò) - 例文:   - 他诱惑这些孩子，使他们迷上了暴力网络游戏。   - 女诱惑了那名记者。   - 这些钱诱感不了那位科学家。   - 惑，走上了犯罪道路。   - 一名合格的干部要经得起各种诱感。 - 例文ピンイン:   - tā yòu huò zhè xiē hái zi，shǐ tā men mí shàng le bào lì wǎng luò yóu xì。   - nǚ yòu huò 
71	暴力	3001-3250.md	2442	镇压(镇)	example_contains	## 2442. 镇压(镇)  - ピンイン: zhèn yā(zhèn) - 例文:   - 他们采取措施，镇压一切非法活动。   - 历史上，农民起义军曾   - 多次遭到镇压。   - 他们彻底镇压了反对派的暴力活动。这股黑   - 恶势力被镇压下去后，社会治安好多了。 - 例文ピンイン:   - tā men cǎi qǔ cuò shī，zhèn yā yī qiè fēi fǎ huó dòng。   - lì shǐ shàng，nóng mín qǐ yì j
71	暴力	3251-3500.md	2442	镇压	example_contains	## 2442. 镇压  - ピンイン: zhènyā - 例文:   - 他们采取措施，镇压一切非法活动   - 历史上，农民起义军曾多次遭到镇压   - 他们彻底镇压了反对派的暴力活动   - 这股黑恶势力被镇压下去后，社会治安好多了 - 例文ピンイン:   - tā men cǎi qǔ cuò shī， zhèn yā yī qiè fēi fǎ huó dòng   - lì shǐ shàng， nóng mín qǐ yì jūn céng duō cì zāo
71	暴力	3751-4000.md	2442	镇压	example_contains	## 2442. 镇压  - ピンイン: zhènyā - 例文:   - 他们采取措施，镇压一切非法活动。   - 历史上，农民起义军曾多次遭到镇压。   - 他们彻底镇压了反对派的暴力活动。   - 这股黑恶势力被镇压下去后，社会治安好多了。 - 例文ピンイン:   - tā men cǎi qǔ cuò shī ， zhèn yā yī qiè fēi fǎ huó dòng 。   - lì shǐ shàng ， nóng mín qǐ yì jūn céng du
112	边界	2501-2750.md	2183	巡逻	example_contains	## 2183. 巡逻 - ピンイン: xúnluó - 例文:   - 战士们每天在边界进行巡逻。   - 他们在巡逻中发现了这个可疑的人。   - 晚上他们派人值班，定期巡逻。这是重要的军事基地，每天都有人巡逻。飞机不停地在空中巡逻。   - 活动期间，警察出动巡逻车的次数增加了很多。   - 循环循序渐进607题 - 例文ピンイン:   - zhàn shì men měi tiān zài biān jiè jìn xíng xún luó 。   - tā men 
